广东频道,#genre#
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-gao-qing-2.m3u8
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-24.ctv
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-15.m3u8
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-10.m3u8
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-14.ctv
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-17.m3u8
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-22.ctv
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-3.ctv
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-4.m3u8
广东新闻,http://121.33.239.242:9901/tsfile/live/1008_1.m3u8
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8
广东新闻,http://mom.cloudns.be:9901/tsfile/live/1008_1.m3u8
广东新闻,http://113.109.250.116:9999/rtp/239.77.0.173:5146$1920x1080
广东新闻,http://116.28.124.202:8520/rtp/239.77.0.173:5146$1920x1080
广东新闻,http://113.109.250.116:9999/rtp/239.77.0.4:5146$1920x1080
广东新闻,http://116.28.124.202:8520/rtp/239.77.0.4:5146$1920x1080
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-9.ctv
广东新闻,http://113.109.250.116:9999/udp/239.77.0.173:5146$1920x1080
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-4.ctv
广东新闻,http://113.109.250.116:9999/udp/239.77.0.4:5146$1920x1080
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-6.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-16.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-16.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-3.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-17.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-2.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-14.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-8.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-5.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-12.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-7.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-gao-qing-1.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-20.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-1.ctv
广东卫视,http://60.220.167.218:8084/rtp/226.0.2.146:9080$1920x1080
广东卫视,http://110.177.146.171:888/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://119.166.159.120:6666/rtp/239.253.254.90:8000$1920x1080
广东卫视,http://123.145.57.77:8005/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://123.113.237.160:8888/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://114.230.190.227:8600/rtp/239.49.8.143:6000$1920x1080
广东卫视,http://171.120.110.84:8083/rtp/226.0.2.146:9080$1920x1080
广东卫视,http://221.205.201.216:8082/rtp/226.0.2.146:9080$1920x1080
广东卫视,http://171.223.90.34:9527/rtp/239.93.0.181:5140$1920x1080
广东卫视,http://113.120.46.90:8123/rtp/239.21.1.92:5002$1920x1080
广东卫视,http://110.179.80.56:8082/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://171.213.135.189:4022/rtp/239.93.0.181:5140$1920x1080
广东卫视,http://117.32.85.85:8012/rtp/239.112.205.66:5140$1920x1080
广东卫视,http://1.70.34.84:8082/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://211.158.152.144:8001/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://125.46.132.151:9999/rtp/225.1.4.166:1207$1920x1080
广东卫视,http://211.158.152.144:8002/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://114.249.234.227:8182/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://171.118.120.11:8083/rtp/226.0.2.146:9080$1920x1080
广东卫视,http://27.9.88.212:8004/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://223.215.3.199:2000/rtp/238.1.78.161:7160$1920x1080
广东卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.33:8192$1920x1080
广东卫视,http://27.11.63.14:8002/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://117.114.153.18:8180/TV00000000000000000027@HHZT$1920x1080
广东卫视,http://27.10.75.129:8007/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://113.25.70.59:8891/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://220.166.249.164:4000/rtp/239.93.0.181:5140$1920x1080
广东卫视,http://115.60.241.249:2000/rtp/225.1.4.166:1207$1920x1080
广东卫视,http://123.122.163.183:19999/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://115.234.195.160:8808/rtp/233.50.200.187:5140$1920x1080
大湾区卫视,http://124.205.11.205:91/live/NFWS-1500k/live.m3u8
大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8
大湾区卫视,http://113.25.70.59:8891/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://1.70.34.16:8082/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://223.11.153.2:7777/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://1.70.34.84:8082/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://223.10.115.195:8082/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://223.10.115.195:8083/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://110.179.80.56:8082/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://113.109.250.116:9999/rtp/239.77.0.215:5146$1920x1080
大湾区卫视,http://116.28.124.202:8520/rtp/239.77.0.215:5146$1920x1080
大湾区卫视,http://113.109.250.116:9999/rtp/239.77.1.12:5146$1920x1080
大湾区卫视,http://116.28.124.202:8520/rtp/239.77.1.12:5146$1920x1080
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000011655/1.m3u8
大湾区卫视,http://110.177.146.171:888/udp/239.1.1.69:8069$1920x1080
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/1.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010108/1.m3u8
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8
大湾区卫视,http://124.205.11.242:91/live/NFWS-1500k/live.m3u8
大湾区卫视,http://113.109.250.116:9999/udp/239.77.0.9:5146$1920x1080
大湾区卫视,http://kxrj.site:998/123/mg.php?id=dwqws$1280x720
大湾区卫视,https://stream1.freetv.fun/9e44565ab6186689007a295d8b94b2a970fafde637068b0e3837e5f84689a8f3.m3u8
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,http://beijinglive.online.domybox.com:91/live/NFWS-1500k/live.m3u8
大湾区卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.5:9548$1920x1080
大湾区卫视,http://110.177.146.171:888/rtp/239.1.1.69:8069$1920x1080
大湾区卫视,http://113.109.250.116:9999/udp/239.77.1.12:5146$1920x1080
大湾区卫视,http://223.10.39.207:8082/rtp/239.1.1.69:8069$1920x1080
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=d21675d873711660e1d3dfb8df430d78&txTime=19182b7e615
广州影视,http://113.109.250.116:9999/rtp/239.253.43.68:5146$1920x1080
广州影视,http://116.28.124.202:8520/rtp/239.253.43.68:5146$1920x1080
广州影视,http://113.109.250.116:9999/rtp/239.253.43.73:5146$1920x1080
广州影视,http://116.28.124.202:8520/rtp/239.253.43.73:5146$1920x1080
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-9.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-10.m3u8
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-2.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-3.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-4.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-6.ctv
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=2b09d952702fe2c67ddad695faa4c27c&txTime=191b5db5ed0
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-1.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-8.ctv
广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-5.ctv
广州竞赛,http://113.109.250.116:9999/rtp/239.253.43.70:5146$1920x1080
广州竞赛,http://116.28.124.202:8520/rtp/239.253.43.70:5146$1920x1080
广州竞赛,http://113.109.250.116:9999/rtp/239.253.43.75:5146$1920x1080
广州竞赛,http://116.28.124.202:8520/rtp/239.253.43.75:5146$1920x1080
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-1.ctv
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-9.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-11.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-3.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-7.m3u8
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-14.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-12.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-10.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-13.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-6.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-2.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-5.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-8.m3u8
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=057c43946c61f665a7cbbfef9f228555&txTime=1913a1cfc6d
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-4.ctv
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=59f483a17f5bf8f0cfba52b845141caa&txTime=19182c077bb
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/o734w00.m3u8
江门综合,http://113.109.250.116:9999/rtp/239.77.0.195:5146$1920x1080
江门综合,http://116.28.124.202:8520/rtp/239.77.0.195:5146$1920x1080
江门综合,http://113.109.250.116:9999/rtp/239.77.0.201:5146$1920x1080
江门综合,http://116.28.124.202:8520/rtp/239.77.0.201:5146$1920x1080
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-4.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-1.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-3.ctv
江门侨乡生活,http://113.109.250.116:9999/rtp/239.77.0.196:5146$1920x1080
江门侨乡生活,http://116.28.124.202:8520/rtp/239.77.0.196:5146$1920x1080
江门侨乡生活,http://113.109.250.116:9999/rtp/239.77.0.202:5146$1920x1080
江门侨乡生活,http://116.28.124.202:8520/rtp/239.77.0.202:5146$1920x1080
佛山综合,http://113.109.250.116:9999/rtp/239.253.43.52:5146$1920x1080
佛山综合,http://116.28.124.202:8520/rtp/239.253.43.52:5146$1920x1080
佛山综合,http://113.109.250.116:9999/rtp/239.253.43.57:5146$1920x1080
佛山综合,http://116.28.124.202:8520/rtp/239.253.43.57:5146$1920x1080
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-9.m3u8
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-6.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-5.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-8.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-3.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-7.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-4.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-1.ctv
深圳卫视,http://123.145.57.77:8002/udp/225.0.4.202:7980$1920x1080
深圳卫视,http://58.62.234.242:10000/udp/239.77.1.3:5146$1920x1080
深圳卫视,http://115.234.195.160:8808/udp/233.50.201.101:5140$1920x1080
深圳卫视,http://61.136.67.238:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.163.181.78:9901/tsfile/live/1041_1.m3u8
深圳卫视,http://124.205.11.239:91/live/SZWShd-8M/live.m3u8
深圳卫视,http://222.169.41.210:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225943/main.m3u8$IPv6
深圳卫视,http://123.132.233.194:352/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://182.117.136.124:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225668/main.m3u8$IPv6
深圳卫视,http://182.117.136.112:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://iptvcyp.top:9901/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
深圳卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000529/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000529$IPv6
深圳卫视,http://180.158.198.181:4022/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://116.226.38.242:4022/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://180.158.164.233:8888/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://218.78.180.91:9999/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://61.165.157.9:4022/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://218.80.126.237:4022/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://222.68.11.73:9898/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://101.224.148.168:5022/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://113.25.70.59:8891/rtp/239.1.1.39:8039$1920x1080
深圳卫视,http://1.70.34.16:8082/rtp/239.1.1.39:8039$1920x1080
深圳卫视,http://223.11.153.2:7777/rtp/239.1.1.39:8039$1920x1080
深圳卫视,http://1.70.34.84:8082/rtp/239.1.1.39:8039$1920x1080
深圳卫视,http://223.10.115.195:8082/rtp/239.1.1.39:8039$1920x1080
深圳卫视,http://223.10.115.195:8083/rtp/239.1.1.39:8039$1920x1080
深圳卫视,http://110.179.80.56:8082/rtp/239.1.1.39:8039$1920x1080
汕头综合,http://113.109.250.116:9999/rtp/239.253.43.30:5146$1920x1080
汕头综合,http://116.28.124.202:8520/rtp/239.253.43.30:5146$1920x1080
汕头综合,http://113.109.250.116:9999/rtp/239.77.1.130:5146$1920x1080
汕头综合,http://116.28.124.202:8520/rtp/239.77.1.130:5146$1920x1080
汕头综合,http://113.109.250.116:9999/rtp/239.253.43.45:5146$1920x1080
汕头综合,http://116.28.124.202:8520/rtp/239.253.43.45:5146$1920x1080
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-4.m3u8
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-5.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-2.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-1.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-7.ctv
汕头综合,http://www.zzlag.top:9003/hls/47/index.m3u8
汕头综合,https://stream1.freetv.fun/shan-tou-xin-wen-zong-he-1.m3u8
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-6.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-4.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-3.ctv
汕头经济,http://113.109.250.116:9999/rtp/239.77.1.131:5146$1920x1080
汕头经济,http://116.28.124.202:8520/rtp/239.77.1.131:5146$1920x1080
汕头经济,http://113.109.250.116:9999/rtp/239.253.43.43:5146$1920x1080
汕头经济,http://116.28.124.202:8520/rtp/239.253.43.43:5146$1920x1080
汕头经济,http://113.109.250.116:9999/rtp/239.253.43.46:5146$1920x1080
汕头经济,http://116.28.124.202:8520/rtp/239.253.43.46:5146$1920x1080
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-6.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-2.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-5.ctv
汕头经济,http://www.zzlag.top:9003/hls/48/index.m3u8
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-1.m3u8
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-4.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-4.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-sheng-huo-1.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-3.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-1.m3u8
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-sheng-huo-3.ctv
汕头文旅,http://113.109.250.116:9999/rtp/239.77.1.132:5146$1920x1080
汕头文旅,http://116.28.124.202:8520/rtp/239.77.1.132:5146$1920x1080
汕头文旅,http://113.109.250.116:9999/rtp/239.253.43.44:5146$1920x1080
汕头文旅,http://116.28.124.202:8520/rtp/239.253.43.44:5146$1920x1080
汕头文旅,http://113.109.250.116:9999/rtp/239.253.43.47:5146$1920x1080
汕头文旅,http://116.28.124.202:8520/rtp/239.253.43.47:5146$1920x1080
汕头文旅,http://www.zzlag.top:9003/hls/49/index.m3u8
茂名综合,http://113.109.250.116:9999/rtp/239.77.0.204:5146$1920x1080
茂名综合,http://116.28.124.202:8520/rtp/239.77.0.204:5146$1920x1080
茂名综合,http://113.109.250.116:9999/rtp/239.77.0.206:5146$1920x1080
茂名综合,http://116.28.124.202:8520/rtp/239.77.0.206:5146$1920x1080
茂名公共,http://113.109.250.116:9999/rtp/239.77.0.205:5146$1920x1080
茂名公共,http://116.28.124.202:8520/rtp/239.77.0.205:5146$1920x1080
茂名公共,http://113.109.250.116:9999/rtp/239.77.0.207:5146$1920x1080
茂名公共,http://116.28.124.202:8520/rtp/239.77.0.207:5146$1920x1080
📺央视频道,#genre#
CCTV-1,http://720520.xyz:13579/rtp/225.1.4.73:1102?Cf=cfss.cc$1920x1080
CCTV-1,http://111.165.213.195:8000/rtp/225.1.1.212:5002?$1920x1080
CCTV-1,http://101.224.148.168:5022/udp/239.45.3.145:5140$1920x1080
CCTV-1,http://www.dsmcloud.top:8888/udp/239.81.0.102:4056$1920x1080
CCTV-1,http://tvbox6.icu/tv/migu.php?id=cctv1$1280x720
CCTV-1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV-1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8
CCTV-1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://36.32.174.67:60080/newlive/live/hls/1/live.m3u8
CCTV-1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://175.31.21.146:4480/hls/1/index.m3u8
CCTV-1,http://219.139.42.24:8001/hls/1/index.m3u8
CCTV-1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
CCTV-1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-1,http://123.182.60.29:9002/hls/1/index.m3u8
CCTV-1,http://[2409:8087:1a01:df::4060]/TVOD/88888888/224/3221226119/main.m3u8$IPv6
CCTV-1,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
CCTV-1,http://1.180.2.93:9901/tsfile/live/1020_1.m3u8
CCTV-1,http://1732e975z9.zicp.fun:8082/hls/1/index.m3u8
CCTV-1,http://ldncctvwbndks.v.kcdnvip.com/ldncctvwbnd/ldcctv1_2/index.m3u8
CCTV-1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV-1,http://[2409:8087:5e08:24::11]:6610/:6610/000000001000/6000000006000230630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000230630&livemode=1&stbId=3$IPv6
CCTV-1,http://120.224.178.16:9901/tsfile/live/0001_1.m3u8
CCTV-1,http://[2409:8087:74f0:22::4]:6610/270000001128/9900000501/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000501$IPv6
CCTV-1,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010144/$IPv6
CCTV-1,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010144/$IPv6
CCTV-1,http://180.158.198.181:4022/rtp/239.45.3.145:5140$1920x1080
CCTV-1,http://116.226.38.242:4022/rtp/239.45.3.145:5140$1920x1080
CCTV-2,http://27.11.250.143:8003/udp/225.0.4.132:7980$1920x1080
CCTV-2,http://115.230.189.122:9999/udp/233.50.200.25:5140$1920x1080
CCTV-2,http://222.218.158.156:8181/tsfile/live/0002_1.m3u8
CCTV-2,http://110.80.17.38:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-2,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV-2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV-2,http://[2409:8087:1a01:df::4059]/TVOD/88888888/224/3221226079/main.m3u8$IPv6
CCTV-2,http://180.158.198.181:4022/rtp/239.45.1.109:5140$1920x1080
CCTV-2,http://116.226.38.242:4022/rtp/239.45.1.109:5140$1920x1080
CCTV-2,http://180.158.164.233:8888/rtp/239.45.1.109:5140$1920x1080
CCTV-2,http://218.78.180.91:9999/rtp/239.45.1.109:5140$1920x1080
CCTV-2,http://61.165.157.9:4022/rtp/239.45.1.109:5140$1920x1080
CCTV-2,http://218.80.126.237:4022/rtp/239.45.1.109:5140$1920x1080
CCTV-2,http://222.68.11.73:9898/rtp/239.45.1.109:5140$1920x1080
CCTV-2,http://101.224.148.168:5022/rtp/239.45.1.109:5140$1920x1080
CCTV-2,http://113.25.70.59:8891/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://1.70.34.16:8082/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://223.11.153.2:7777/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://1.70.34.84:8082/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://223.10.115.195:8082/rtp/239.1.1.8:8008$1920x1080
